account_id,country,created_at,age_days,is_business,kyc_risk,device_id,ip_id,balance_seed
acct_4d795fc62951,NL,2025-02-03 06:58:08,55,0,0.6729470216241411,dev_628f4b105f6c,ip_shared_7fe1075d91cf,19.6
acct_ebe10d2b6d86,NL,2025-01-05 22:22:12,84,1,0.755534433247749,dev_shared_dce74d6271a9,ip_shared_7fe1075d91cf,65.55
acct_83f51b61d50c,NL,2025-03-16 20:50:16,14,0,0.7206136147970953,dev_bd87e055ccfb,ip_shared_7fe1075d91cf,46.33
acct_648504e2ea33,NL,2025-03-10 12:19:27,20,0,0.5501555109539502,dev_shared_dce74d6271a9,ip_shared_7fe1075d91cf,40.67
acct_5f6bd866d56d,NL,2025-01-15 11:19:17,74,0,0.6788742580167877,dev_8c8f48991d12,ip_068c0edbd4f6,31.14
acct_8f51dabd1c7e,NL,2025-01-13 08:58:10,76,0,0.7006457146000789,dev_shared_dce74d6271a9,ip_529e9470c944,72.45
acct_1745a41694be,DE,2025-01-04 20:57:42,85,0,0.9463423081452635,dev_9fa0b3681957,ip_f010f2ff01bc,61.7
acct_b174b504c6fb,FR,2025-02-24 08:37:23,34,0,0.7509060468867317,dev_e650f8d40e59,ip_66e95b835864,51.83
acct_15d58b1765e9,LT,2025-01-11 11:52:51,78,0,0.489747454164115,dev_shared_b57b110ccb84,ip_8f76c097e5a0,53.59
acct_5ab9e94acfb0,LT,2025-02-14 16:35:03,44,0,0.7272276251929232,dev_ff2bfa9e3ee5,ip_ca7e886affb5,306.21
acct_fb68bfa7fc0f,LT,2025-03-06 01:59:19,24,0,0.6969166842262653,dev_shared_b57b110ccb84,ip_ad2a5c7087fb,67.43
acct_1b71223c5e6c,LT,2025-01-28 02:24:30,61,0,0.7158345876353708,dev_shared_b57b110ccb84,ip_8a12eec3837a,24.09
acct_e8d75709239e,LV,2025-02-02 03:38:06,56,0,0.8571387377418025,dev_434e91b255ac,ip_shared_3dfab8532031,92.42
acct_ea20ced268ad,LT,2025-01-26 18:34:53,63,0,0.8149238336451656,dev_74f8e6e6334c,ip_shared_3dfab8532031,28.89
acct_caff76f8fece,LT,2025-02-12 08:52:17,46,0,0.8883353173123318,dev_shared_b57b110ccb84,ip_shared_3dfab8532031,20.46
acct_22ec3e8d40c2,LT,2025-01-25 17:32:47,64,0,0.7904228512560324,dev_shared_b57b110ccb84,ip_bdce7bb147c5,252.98
acct_f546d77eb2b4,LT,2025-03-08 16:29:35,22,0,0.6011356409843174,dev_c9dd177c0b63,ip_1be8ebb32348,36.73
acct_7b1c9c03d120,BE,2025-01-07 19:03:02,82,0,0.7319581638105169,dev_ebea9ec48d1e,ip_fbd7d6a77ed7,38.38
acct_fdd471b41759,LT,2025-01-30 03:48:05,59,0,0.533920388272064,dev_3d732e46370b,ip_shared_3dfab8532031,57.28
acct_0814d70e33bf,NL,2025-02-01 06:53:42,57,0,0.5925235543528674,dev_shared_a2471caca613,ip_shared_0a9fed08d59a,76.06
acct_b906438a5fec,NL,2025-03-19 06:52:19,11,0,0.6096690918919436,dev_f373f3f6200e,ip_shared_0a9fed08d59a,161.57
acct_4fa84fb5fb14,NL,2025-03-02 02:58:56,28,0,0.6260096049196515,dev_ac00500099f7,ip_7e33cdec0577,43.58
acct_78a2edd12297,LT,2025-01-22 19:27:02,67,0,0.8176220660843604,dev_shared_a2471caca613,ip_shared_0a9fed08d59a,23.07
acct_f1977b54bc13,NL,2025-03-16 14:42:35,14,0,0.7472951921524955,dev_shared_a2471caca613,ip_74498d235701,136.32
acct_5d5e3a8a1c1e,NL,2025-03-09 14:37:22,21,0,0.5271020118526527,dev_shared_a2471caca613,ip_shared_0a9fed08d59a,62.13
acct_042d23a33973,LV,2025-03-14 21:52:26,16,0,0.7511859353098108,dev_1a28571b1037,ip_shared_0a9fed08d59a,94.37
acct_46a7ddf874bb,NL,2025-03-09 13:35:31,21,0,0.5715659146946301,dev_shared_a2471caca613,ip_shared_0a9fed08d59a,21.66
acct_12ff5d87fb40,NL,2025-02-14 07:37:59,44,0,0.7826329878740277,dev_shared_a2471caca613,ip_913977c673d9,67.21
acct_0787c922930b,ES,2025-01-31 19:21:28,58,0,0.7500591420415051,dev_ced80504ee40,ip_607761602839,69.58
acct_fb6916c8dfaf,ES,2025-03-22 15:21:59,8,0,0.6383970334105811,dev_a5db6919ad38,ip_c2a0727415e1,64.24
acct_b8237fc2d155,RO,2025-01-26 03:57:36,63,0,0.7551686967958418,dev_shared_a2471caca613,ip_c93e24e77726,33.11
acct_36441d33739a,NL,2025-01-24 05:28:59,65,0,0.9438929413373708,dev_shared_a2471caca613,ip_shared_0a9fed08d59a,76.07
acct_61c3c42cb54b,LV,2025-02-01 00:58:38,57,0,0.5770435803356821,dev_shared_a2471caca613,ip_shared_0a9fed08d59a,86.45
acct_292ba5378be5,NL,2025-03-10 14:04:33,20,0,0.6030381995727214,dev_shared_a2471caca613,ip_shared_0a9fed08d59a,94.72
acct_bb6ab33b68cd,NL,2025-01-07 01:05:22,82,0,0.8590314694808885,dev_shared_a2471caca613,ip_23b1ea143f70,30.74
acct_410520c46474,CZ,2025-03-07 22:30:55,23,0,0.8356051355093186,dev_shared_0970f4be964c,ip_f6cf865ec465,72.89
acct_10915145e280,DE,2025-03-02 09:57:49,28,0,0.8186472191993388,dev_512c4f7b86d6,ip_1d8bdaf0fc94,205.98
acct_a1ad66c618e6,DE,2025-01-09 03:36:42,80,1,0.6905534260796555,dev_shared_0970f4be964c,ip_5fcd22445117,32.21
acct_f2a30b75ff73,DE,2025-02-06 19:22:33,52,0,0.6132582684449371,dev_shared_0970f4be964c,ip_shared_574cba2d7329,30.84
acct_68f2a90b597b,FR,2025-01-28 00:23:05,61,1,0.7107477948703075,dev_shared_0970f4be964c,ip_shared_574cba2d7329,69.33
acct_394a6becea43,DE,2025-02-22 08:56:14,36,1,0.7532028959196022,dev_294b902370b1,ip_shared_574cba2d7329,97.42
acct_47adbf3d71fb,DE,2025-03-05 06:41:54,25,0,0.7215602270253488,dev_shared_0970f4be964c,ip_shared_574cba2d7329,151.03
acct_a02ac6d8c223,DE,2025-03-02 07:49:01,28,0,0.6882411800114452,dev_shared_0970f4be964c,ip_7a59ee5473c6,366.54
acct_beefd5d6b76a,DE,2025-01-22 03:53:39,67,0,0.7950800817318007,dev_shared_0970f4be964c,ip_shared_574cba2d7329,29.96
acct_96048bfde935,DE,2025-03-14 14:47:35,16,0,0.5914929002326665,dev_9a13abaa106f,ip_shared_574cba2d7329,76.53
acct_7b4a6365ab8b,DE,2025-02-26 04:25:59,32,0,0.6931844657608979,dev_shared_0970f4be964c,ip_b4fd4451c638,90.0
acct_8a2028299472,DE,2025-02-08 12:16:18,50,0,0.7767885149488254,dev_shared_0970f4be964c,ip_dc072e76318f,51.88
acct_250fe658149f,DE,2025-01-10 21:26:50,79,0,0.6183847538317914,dev_shared_0970f4be964c,ip_b5fcc3b84dbb,18.91
acct_287ea0343c5a,GB,2025-03-19 07:20:37,11,0,0.6664182057519574,dev_shared_0970f4be964c,ip_a0998d9e6903,99.43
acct_2ea1d2557746,DE,2025-01-07 16:40:51,82,0,0.7456912492956245,dev_shared_0970f4be964c,ip_9b83335c3879,22.83
acct_044d661d6d88,DE,2025-01-11 05:55:24,78,0,0.7407817111021419,dev_shared_0970f4be964c,ip_abd8f63222c4,71.5
acct_01799f4e4201,DE,2025-01-15 20:29:42,74,0,0.613937107655864,dev_a8c3c7c1eff4,ip_7487ab76b586,60.8
acct_1c8a1df5b52b,GB,2025-03-20 11:14:26,10,0,0.72698504621352,dev_shared_0970f4be964c,ip_shared_574cba2d7329,24.53
acct_3cf1951dbb9c,DE,2025-01-27 01:24:24,62,0,0.7629344832417939,dev_shared_0970f4be964c,ip_68c69a5c93ca,80.85
acct_074753114ee1,LT,2025-02-27 21:08:30,31,0,0.8499661491810332,dev_shared_0970f4be964c,ip_shared_1e5560b077cb,114.17
acct_87aa33683b95,LT,2025-01-09 07:29:33,80,0,0.5546796758451491,dev_shared_0970f4be964c,ip_e47a6cbf5cb3,28.32
acct_9422228e4139,LT,2025-02-16 05:22:38,42,0,0.7818042320650391,dev_shared_0970f4be964c,ip_b76f1892375f,78.23
acct_a2b1afdc55d7,LT,2025-01-22 12:21:25,67,0,0.7818057223567257,dev_shared_0970f4be964c,ip_f3364466de7d,809.9
acct_918c3270b46a,LT,2025-02-23 17:41:07,35,0,0.78850686128318,dev_shared_0970f4be964c,ip_f77dc2c38153,120.89
acct_cd01cb8b1c98,LT,2025-03-10 05:46:14,20,0,0.8344802116191843,dev_shared_0970f4be964c,ip_shared_1e5560b077cb,86.14
acct_2e5d8c76e81a,LT,2025-01-31 15:16:48,58,0,0.6821676906431585,dev_shared_0970f4be964c,ip_a32c60189c20,92.88
acct_7d2e68bebefd,LT,2025-01-22 00:12:45,67,0,0.6272609742554913,dev_shared_0970f4be964c,ip_f0086393f065,46.26
acct_7e85fce9c357,LT,2025-02-27 22:37:23,31,0,0.6617563742605076,dev_shared_0970f4be964c,ip_shared_1e5560b077cb,57.82
acct_3a6cc2bfce60,LT,2025-01-18 10:07:44,71,1,0.99,dev_1b17483c9a32,ip_shared_1e5560b077cb,14.77
acct_3702d2402afb,LT,2025-01-06 07:03:17,83,0,0.8023512228449416,dev_1158ea76de11,ip_shared_1e5560b077cb,17.66
acct_d85192ee12f0,LT,2025-02-17 15:49:48,41,0,0.663368176105268,dev_shared_0970f4be964c,ip_shared_1e5560b077cb,117.01
acct_cfe8550f4e52,LT,2025-02-03 01:54:08,55,0,0.7277136022914555,dev_shared_0970f4be964c,ip_5f2b5d692be3,25.68
acct_a054d855acd5,LT,2025-03-21 19:40:05,9,0,0.6341635548888038,dev_shared_0970f4be964c,ip_df9eeef89c84,87.86
acct_3ddbc8b1aa09,LT,2025-01-15 17:32:58,74,0,0.6323560041939436,dev_69c4954f0534,ip_shared_1e5560b077cb,63.53
acct_7d0ca6beef7a,IT,2024-04-03 00:05:49,361,0,0.23683577598557207,dev_04d717783f70,ip_6d81ca130ede,61.16
acct_eef0102629d9,GB,2024-06-25 07:06:47,278,0,0.5515916133987988,dev_801ab137d810,ip_d0f6c89365ae,194.52
acct_14c9886c74e2,ES,2024-12-16 22:11:53,104,0,0.01,dev_9f60fa3c6e19,ip_2ca70c89cd5a,130.04
acct_eeaf1759c5f9,NL,2024-11-30 01:58:03,120,0,0.1307320302847418,dev_09f491878953,ip_e7f9cdd67cdd,236.79
acct_28a042591ce7,PL,2024-02-17 18:46:27,407,0,0.11112188923509492,dev_061a39718973,ip_2306042cbc04,99.16
acct_fc514bf8e2e7,GB,2024-03-19 01:50:52,376,0,0.3057480918470686,dev_e242b9742688,ip_1d8e6f259094,239.65
acct_b717a6e3251e,NL,2024-06-13 21:47:41,290,0,0.04995553894163357,dev_4b7afe7a0d28,ip_e55579232152,81.37
acct_f8287ef220ae,DE,2024-05-02 23:45:23,332,1,0.1587582033258566,dev_c19c301e4422,ip_97a22f276ac1,61.07
acct_13c07e1e1d95,LT,2024-02-29 07:18:38,395,1,0.4948181360421645,dev_5bbe9d65ecae,ip_19d74e288f1e,158.3
acct_d27eabc5addc,CZ,2024-12-16 21:59:51,104,0,0.04086740684974324,dev_42a883971623,ip_beed5a87c653,251.16
acct_1f29409c689c,EE,2024-08-15 05:28:00,227,0,0.548323429551895,dev_cd503355968a,ip_44cbf00bfb4a,278.44
acct_b66bead45dff,CZ,2024-08-08 14:15:08,234,0,0.01,dev_d889edd1a4ad,ip_8730887e56b3,71.11
acct_67a6d3bdc30d,RO,2024-02-26 06:53:12,398,0,0.4200366723779934,dev_e440dcf1cbdc,ip_8c2cd332f7ff,58.15
acct_d25d62d8f420,GB,2024-07-25 11:39:20,248,0,0.29657291422193427,dev_2a20672d5b12,ip_0a301b7b13bb,220.78
acct_bbe152c8a633,FR,2024-06-03 15:37:02,300,1,0.09096042926328757,dev_de34fb021f3e,ip_16483994819d,104.21
acct_517f405f5a55,RO,2024-06-24 14:45:06,279,1,0.01,dev_1b31aeeb6b6d,ip_3df55be0ecb2,43.73
acct_ed634cf1081f,LT,2024-07-26 07:44:53,247,1,0.19211477729102597,dev_b0b67f232408,ip_af1872de2a63,35.77
acct_a1f14fe58c5d,GB,2024-05-09 21:01:29,325,0,0.4748616955897453,dev_172316862aab,ip_107c4804d624,30.35
acct_4c8957eed9aa,NL,2025-03-19 02:47:18,11,0,0.16399332699545244,dev_4a29ac0caed2,ip_da903946c183,123.68
acct_9fb56a7e60d7,CZ,2024-12-31 01:09:48,89,0,0.4461909933599173,dev_75cb08dcb096,ip_311dd6ff2354,30.2
acct_a5a6095796b8,NL,2024-11-09 15:18:09,141,0,0.40447456282324395,dev_e9de31db25af,ip_0e877160a470,110.96
acct_53bb9534bdaf,ES,2025-01-19 13:00:36,70,1,0.08277370234280737,dev_928aaa5676e7,ip_1c640ab0f12b,166.65
acct_b6e6c8dcd7b1,FR,2024-02-01 23:03:31,423,0,0.2598589543360205,dev_8c60120f2746,ip_fd20ebf2bf21,64.06
acct_baaa01605683,EE,2024-07-14 11:11:45,259,1,0.24047031274850283,dev_9b12602ec019,ip_54132efb2a56,77.73
acct_f0a230b9118a,PL,2025-03-23 18:29:18,7,0,0.2470276017876872,dev_a39019d2c14c,ip_6bbe2a609cda,199.52
acct_9740ebfa0a26,PL,2024-07-29 08:02:58,244,1,0.4679025224218028,dev_6fca38476059,ip_5a76c1acba16,36.09
acct_e76006f576ff,ES,2024-05-17 01:47:30,317,0,0.54995500619844,dev_414122cac88a,ip_85b2dd7ec202,18.97
acct_f3a324b4c18f,NL,2024-12-10 11:45:12,110,0,0.2072322357446625,dev_368c5b458032,ip_fa20b9a3dcb0,186.7
acct_5e002a1d6040,RO,2024-12-05 13:29:06,115,0,0.2721487801602549,dev_5878a2de68f2,ip_ffc9c42159dd,62.78
acct_bd70e58be268,ES,2024-03-12 20:52:54,383,0,0.1987816624464087,dev_4e8526b2d0c5,ip_1882c6ce74ce,70.55
acct_c97cd29ca42e,BE,2024-09-16 21:19:07,195,0,0.14159528645836827,dev_84af1de2f891,ip_b0de95db311c,236.19
acct_c267dfc2c35b,BE,2024-05-05 21:59:33,329,0,0.2835523228947571,dev_479f89b7239d,ip_d4a8cbd72e1c,58.93
acct_a9ef756928ce,NL,2025-01-20 20:12:43,69,0,0.3649399813149876,dev_8d4258a76487,ip_1a87a7e93d88,144.98
acct_3bde15256a86,GB,2024-11-08 00:58:15,142,0,0.351929317825844,dev_14574e8c2ab0,ip_8475cfb992bd,193.77
acct_bd904197a756,LV,2024-12-20 06:34:10,100,0,0.10565074836168917,dev_fe0da76a2b30,ip_f2ca57d485f2,66.41
acct_1c277346b68a,LV,2024-09-09 02:15:36,202,0,0.34209404076848926,dev_b49b4f739602,ip_ce4269703432,190.44
acct_abcfca644695,IT,2024-11-10 22:22:08,140,0,0.2268647609053778,dev_4785506ae108,ip_3e9c0e43bd8a,122.19
acct_54c03f4c0fef,RO,2024-01-02 21:27:26,453,0,0.42164973436826375,dev_d06fe78a305c,ip_07713edb89d0,64.56
acct_91188416e916,FR,2024-12-25 19:51:47,95,1,0.3120646071755057,dev_220a1fbef2e7,ip_2df98a61d70d,91.65
acct_f530d313ce24,BE,2025-02-07 16:24:38,51,0,0.19734781951591696,dev_1dbdab798a1c,ip_bd19817a84bb,295.57
acct_e1852fa1b743,RO,2025-01-23 04:35:05,66,0,0.35381245234820446,dev_ae6aaee55af3,ip_9e7e32733cec,228.64
acct_df7c30748c38,DE,2024-02-11 02:06:47,413,0,0.42582182107314936,dev_e1363f60a259,ip_ff8417fa5aa9,112.05
acct_fd5a4bac1b65,NL,2024-04-12 18:15:48,352,0,0.3322929456942446,dev_31373004bd8f,ip_ac5f77a49f26,83.16
acct_62cb2225b0ce,LV,2025-01-12 11:40:58,77,1,0.27862495287326633,dev_eec6fa1c9749,ip_adc68f323743,97.79
acct_36647bcd522e,CZ,2024-07-05 20:49:40,268,1,0.24454939474890774,dev_1bf1ea8b1032,ip_b9365a9f687c,187.85
acct_24335e18025b,EE,2025-03-04 20:23:00,26,0,0.10726689751497914,dev_4ac6f90f619e,ip_72c7f44ebdb3,722.81
acct_f9958b3ed174,DE,2024-03-14 09:32:43,381,0,0.07909739277504471,dev_638a761e67e7,ip_d05dc417c219,36.86
acct_41e28f7495a1,ES,2024-03-30 03:04:06,365,0,0.4037166310250102,dev_03d87be61e7d,ip_855b2caf080e,224.19
acct_5893e98577f3,ES,2024-04-30 14:13:47,334,0,0.32361797255782326,dev_50b7af261553,ip_a43adf594ee6,193.55
acct_21e31f69d9ba,IT,2024-08-15 16:41:37,227,0,0.22816298407296282,dev_a075ef62a7e0,ip_1b1f80f7ccb5,49.03
acct_1a82985efe8e,ES,2024-11-19 17:18:04,131,0,0.24137068372905895,dev_55e5fd084abb,ip_d4bf477d324e,59.77
acct_6e38649d9c37,ES,2024-07-09 07:28:24,264,0,0.3762679600126627,dev_5f53f6b5b05b,ip_f09d9ff0325c,96.32
acct_0aec8161b69a,DE,2024-10-25 22:33:41,156,0,0.10617542048112329,dev_cdaedb3930b1,ip_b6a8adf7b074,82.33
acct_c512e04ac6b5,CZ,2025-01-30 18:17:48,59,0,0.2919397181413437,dev_a9d3f6848b86,ip_cdeae25f07ff,66.2
acct_85d27096c37a,NL,2024-02-25 05:21:15,399,0,0.10666694066503529,dev_e8575ecb151a,ip_739bc554f3e1,136.91
acct_7c25b9349ec6,BE,2024-11-19 07:05:14,131,0,0.26674498566630844,dev_a2de2e97193d,ip_4e2e3bad6920,69.67
acct_a8d5d24b67a5,NL,2025-01-30 08:54:58,59,0,0.1593442541572516,dev_3262027f0175,ip_0d5dc0fbea61,135.48
acct_f1d793104b46,CZ,2024-08-08 16:30:02,234,0,0.012787348775401386,dev_3fbc3982629d,ip_2f9faaae75cb,30.98
acct_8673d513b877,LT,2025-01-16 07:33:27,73,0,0.1222333668121346,dev_71604dc5c1e8,ip_d6ff73848466,90.73
acct_fbd061534015,BE,2025-01-12 04:46:40,77,0,0.2766361348397007,dev_ba5cd6adaeeb,ip_a57faf45418e,414.81
acct_ea0e6e769ad6,FR,2025-02-27 02:16:14,31,0,0.3586489434803029,dev_be51ec42fbf2,ip_851228b23022,95.21
acct_ed7513e66b5e,DE,2024-09-07 22:21:52,204,0,0.2271475688145967,dev_ed25aade35b2,ip_b38d2af3ed32,44.6
acct_2753a8779034,PL,2024-07-05 11:39:28,268,0,0.22722302960114152,dev_40c0ed501109,ip_058c40e4610c,84.79
acct_2aeba171c195,EE,2024-11-16 01:24:10,134,0,0.2784077840507134,dev_5067c7268aa0,ip_5a5c0deaee38,52.22
acct_c0789df358d9,CZ,2025-01-03 08:54:58,86,0,0.30790197713617584,dev_d0d3d5ecbe42,ip_15366ddeb754,436.8
acct_0afafcee931e,FR,2024-10-24 02:39:49,157,0,0.21368597773147138,dev_4d474fb826c7,ip_9cbdeb4cf159,157.83
acct_55bf6873b215,ES,2024-04-29 03:26:55,335,0,0.33352159875666687,dev_ff41f4683c7e,ip_2865d13d3285,76.62
acct_487bb6ad033a,IT,2024-04-09 01:24:03,355,0,0.2636138722715625,dev_4312d2f81feb,ip_fdf6cef71f14,111.2
acct_94265192a7b8,LV,2024-09-15 20:49:47,196,0,0.24465141478232477,dev_df2aaa33ae18,ip_471f82029ab7,54.83
acct_27f6ff6971f3,LV,2024-12-08 23:54:09,112,0,0.2336765261388414,dev_b677f81a2827,ip_a8244003af5f,172.12
acct_1204d3a34391,EE,2024-12-21 21:45:24,99,0,0.4476715411692562,dev_c3af59a5f204,ip_7374812bcb50,260.69
acct_f7680cf68073,RO,2024-11-15 10:33:19,135,0,0.5529773686267334,dev_9bccd51d2c26,ip_31c663e4dcb4,55.11
acct_ce2c50d4abee,ES,2024-02-29 02:53:58,395,0,0.3608480955081017,dev_c89b2d75a253,ip_1a9f80c918bc,129.67
acct_ebea6b8387a4,BE,2024-07-25 20:22:57,248,0,0.5584704399826509,dev_cc2dca7180fd,ip_05e60c0ceec8,53.12
acct_c52457c83955,RO,2024-11-05 17:37:34,145,1,0.10404172367288361,dev_14eca78c0aaf,ip_64c5988f6800,64.11
acct_166ceb7d78b2,RO,2024-09-13 04:54:23,198,0,0.01,dev_1e3b3ee082d2,ip_b70daa519878,68.5
acct_04eaa950b8d1,BE,2024-10-23 03:53:18,158,0,0.11613010076694533,dev_ec2b6eab89b0,ip_2a330a30c0a7,125.88
acct_a2aed8a9ec9b,IT,2025-01-15 00:00:01,74,1,0.28126339636657394,dev_d0d552f0368c,ip_12810ad10c94,595.0
acct_51e62cc43810,DE,2024-02-24 03:27:18,400,0,0.37256357572790755,dev_626bfb2fee7a,ip_68e1841542b6,65.42
acct_e5d6acdb8be4,DE,2024-08-12 05:07:58,230,0,0.09523779929774631,dev_b2e34f055acd,ip_e13be5c9c085,171.18
