src_account,dst_account,cluster_id,edge_type
acct_4da8c8462359,acct_121145e87a6b,0,fanin
acct_377d0045811a,acct_643cd3ffbd5e,0,fanin
acct_0791ecb88f95,acct_ea2113b7e475,0,fanin
acct_22d6c9a8e93f,acct_ea2113b7e475,0,fanin
acct_4c96771cc812,acct_121145e87a6b,0,fanin
acct_f01ec9c686f8,acct_643cd3ffbd5e,0,fanin
acct_3d180a6ca771,acct_121145e87a6b,0,fanin
acct_377d0045811a,acct_121145e87a6b,0,fanin
acct_5969580f8839,acct_ea2113b7e475,0,fanin
acct_4da8c8462359,acct_ea2113b7e475,0,fanin
acct_bca032927418,acct_121145e87a6b,0,fanin
acct_f01ec9c686f8,acct_643cd3ffbd5e,0,fanin
acct_cebee1fa95a4,acct_121145e87a6b,0,fanin
acct_218ccf971620,acct_121145e87a6b,0,fanin
acct_0791ecb88f95,acct_643cd3ffbd5e,0,fanin
acct_22d6c9a8e93f,acct_643cd3ffbd5e,0,fanin
acct_377d0045811a,acct_121145e87a6b,0,fanin
acct_4c96771cc812,acct_121145e87a6b,0,fanin
acct_99ec6b61f0d2,acct_121145e87a6b,0,fanin
acct_0791ecb88f95,acct_ea2113b7e475,0,fanin
acct_643cd3ffbd5e,acct_6b84da218a77,0,fanout
acct_643cd3ffbd5e,acct_6b84da218a77,0,fanout
acct_643cd3ffbd5e,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_ea2113b7e475,acct_6b84da218a77,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_6b84da218a77,0,fanout
acct_ea2113b7e475,acct_b734358c0f71,0,fanout
acct_ea2113b7e475,acct_b734358c0f71,0,fanout
acct_ea2113b7e475,acct_b734358c0f71,0,fanout
acct_643cd3ffbd5e,acct_b734358c0f71,0,fanout
acct_643cd3ffbd5e,acct_b734358c0f71,0,fanout
acct_643cd3ffbd5e,acct_efba4eb26e09,0,fanout
acct_ea2113b7e475,acct_b734358c0f71,0,fanout
acct_ea2113b7e475,acct_e98bb1923bb7,0,fanout
acct_ea2113b7e475,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_643cd3ffbd5e,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_6b84da218a77,0,fanout
acct_b734358c0f71,acct_5969580f8839,0,chain
acct_99ec6b61f0d2,acct_bca032927418,0,chain
acct_377d0045811a,acct_ea2113b7e475,0,chain
acct_5969580f8839,acct_3d180a6ca771,0,chain
acct_121145e87a6b,acct_99ec6b61f0d2,0,chain
acct_5969580f8839,acct_643cd3ffbd5e,0,chain
acct_f01ec9c686f8,acct_3d180a6ca771,0,chain
acct_22d6c9a8e93f,acct_bca032927418,0,chain
acct_121145e87a6b,acct_ea2113b7e475,0,chain
acct_1f659a4fd8f6,acct_4c96771cc812,0,inbound
acct_537118bf7a35,acct_3d180a6ca771,0,inbound
acct_888cbfb26387,acct_ea2113b7e475,0,inbound
acct_a16e15a45bb0,acct_377d0045811a,0,inbound
acct_effa559dac8e,acct_22d6c9a8e93f,0,inbound
acct_7bc56ac8189f,acct_22d6c9a8e93f,0,inbound
acct_95f616bf5e1f,acct_cebee1fa95a4,0,inbound
acct_4c8957eed9aa,acct_121145e87a6b,0,inbound
acct_da2f8f10672f,acct_cebee1fa95a4,0,inbound
acct_94b7d1d3c108,acct_4da8c8462359,0,inbound
acct_540b0a614693,acct_377d0045811a,0,inbound
acct_230ddeb35158,acct_22d6c9a8e93f,0,inbound
acct_13955084cdd0,acct_377d0045811a,0,inbound
acct_8a7fa413dd38,acct_5969580f8839,0,inbound
acct_32b34c20a532,acct_0791ecb88f95,0,inbound
acct_ff7338b03765,acct_377d0045811a,0,inbound
acct_da36735afff5,acct_0791ecb88f95,0,inbound
acct_499892f81db4,acct_0791ecb88f95,0,inbound
acct_82fde92984f2,acct_cebee1fa95a4,0,inbound
acct_5cb132a7b96e,acct_99ec6b61f0d2,0,inbound
acct_58f249898219,acct_cebee1fa95a4,0,inbound
acct_220e68e5aa4f,acct_377d0045811a,0,inbound
acct_d4fbdacdf2f6,acct_bca032927418,0,inbound
acct_4ef7aaf47306,acct_4c96771cc812,0,inbound
acct_7d6505a10746,acct_4c96771cc812,0,inbound
acct_139db7120925,acct_643cd3ffbd5e,0,inbound
acct_243f6b6c76a9,acct_643cd3ffbd5e,0,inbound
acct_73517682548a,acct_377d0045811a,0,inbound
acct_643f1fbc4dae,acct_0791ecb88f95,0,inbound
acct_4caf4efbfcee,acct_5969580f8839,0,inbound
acct_0bdb23a3ae88,acct_218ccf971620,0,inbound
acct_0e0bb3f5b651,acct_643cd3ffbd5e,0,inbound
acct_4fd98a6866f8,acct_218ccf971620,0,inbound
acct_28f215abcb92,acct_4c96771cc812,0,inbound
acct_6b86c4e577b6,acct_377d0045811a,0,inbound
acct_5969580f8839,acct_121145e87a6b,0,fanin
acct_22d6c9a8e93f,acct_ea2113b7e475,0,fanin
acct_bca032927418,acct_121145e87a6b,0,fanin
acct_377d0045811a,acct_643cd3ffbd5e,0,fanin
acct_3d180a6ca771,acct_643cd3ffbd5e,0,fanin
acct_3d180a6ca771,acct_643cd3ffbd5e,0,fanin
acct_99ec6b61f0d2,acct_121145e87a6b,0,fanin
acct_4c96771cc812,acct_643cd3ffbd5e,0,fanin
acct_f01ec9c686f8,acct_643cd3ffbd5e,0,fanin
acct_377d0045811a,acct_643cd3ffbd5e,0,fanin
acct_bca032927418,acct_ea2113b7e475,0,fanin
acct_bca032927418,acct_121145e87a6b,0,fanin
acct_218ccf971620,acct_121145e87a6b,0,fanin
acct_0791ecb88f95,acct_ea2113b7e475,0,fanin
acct_22d6c9a8e93f,acct_121145e87a6b,0,fanin
acct_cebee1fa95a4,acct_643cd3ffbd5e,0,fanin
acct_4da8c8462359,acct_121145e87a6b,0,fanin
acct_0791ecb88f95,acct_ea2113b7e475,0,fanin
acct_4c96771cc812,acct_121145e87a6b,0,fanin
acct_22d6c9a8e93f,acct_ea2113b7e475,0,fanin
acct_218ccf971620,acct_ea2113b7e475,0,fanin
acct_f01ec9c686f8,acct_ea2113b7e475,0,fanin
acct_22d6c9a8e93f,acct_643cd3ffbd5e,0,fanin
acct_f01ec9c686f8,acct_ea2113b7e475,0,fanin
acct_4da8c8462359,acct_ea2113b7e475,0,fanin
acct_f01ec9c686f8,acct_643cd3ffbd5e,0,fanin
acct_f01ec9c686f8,acct_121145e87a6b,0,fanin
acct_99ec6b61f0d2,acct_ea2113b7e475,0,fanin
acct_3d180a6ca771,acct_643cd3ffbd5e,0,fanin
acct_99ec6b61f0d2,acct_643cd3ffbd5e,0,fanin
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_ea2113b7e475,acct_6b84da218a77,0,fanout
acct_ea2113b7e475,acct_6b84da218a77,0,fanout
acct_643cd3ffbd5e,acct_b734358c0f71,0,fanout
acct_ea2113b7e475,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_6b84da218a77,0,fanout
acct_ea2113b7e475,acct_be8f0bcd77cf,0,fanout
acct_643cd3ffbd5e,acct_6b84da218a77,0,fanout
acct_121145e87a6b,acct_6b84da218a77,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_6b84da218a77,0,fanout
acct_121145e87a6b,acct_6b84da218a77,0,fanout
acct_ea2113b7e475,acct_6b84da218a77,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_6b84da218a77,0,fanout
acct_ea2113b7e475,acct_b8bc421db4e5,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_22d6c9a8e93f,acct_bca032927418,0,chain
acct_6b84da218a77,acct_f01ec9c686f8,0,chain
acct_3d180a6ca771,acct_b734358c0f71,0,chain
acct_22d6c9a8e93f,acct_4c96771cc812,0,chain
acct_643cd3ffbd5e,acct_0791ecb88f95,0,chain
acct_4da8c8462359,acct_99ec6b61f0d2,0,chain
acct_4da8c8462359,acct_218ccf971620,0,chain
acct_f0ef254f626c,acct_bca032927418,0,inbound
acct_23681e9b0fc6,acct_22d6c9a8e93f,0,inbound
acct_133a968b53f7,acct_4da8c8462359,0,inbound
acct_a66ed9908590,acct_218ccf971620,0,inbound
acct_428b2cecadd9,acct_f01ec9c686f8,0,inbound
acct_996e19ab958b,acct_643cd3ffbd5e,0,inbound
acct_c35c6f94d4f9,acct_bca032927418,0,inbound
acct_9641186a30c7,acct_cebee1fa95a4,0,inbound
acct_683b15eecfaf,acct_3d180a6ca771,0,inbound
acct_22d94cf85d8f,acct_99ec6b61f0d2,0,inbound
acct_7f85c8e0dc45,acct_5969580f8839,0,inbound
acct_0a91a81ba41c,acct_4da8c8462359,0,inbound
acct_0ac06edc37aa,acct_99ec6b61f0d2,0,inbound
acct_cb4a3e414a7e,acct_cebee1fa95a4,0,inbound
acct_c0471199812b,acct_121145e87a6b,0,inbound
acct_a2bd8999f5c6,acct_0791ecb88f95,0,inbound
acct_c08643fefb36,acct_3d180a6ca771,0,inbound
acct_3b85cad63cb5,acct_377d0045811a,0,inbound
acct_2ca371de1c5a,acct_f01ec9c686f8,0,inbound
acct_07de3f26d35a,acct_121145e87a6b,0,inbound
acct_5afb70d9a290,acct_4da8c8462359,0,inbound
acct_0a1337e34b11,acct_377d0045811a,0,inbound
acct_48a5b99c298c,acct_121145e87a6b,0,inbound
acct_e9c78bcbff3e,acct_bca032927418,0,inbound
acct_cebee1fa95a4,acct_643cd3ffbd5e,0,fanin
acct_f01ec9c686f8,acct_121145e87a6b,0,fanin
acct_4c96771cc812,acct_643cd3ffbd5e,0,fanin
acct_3d180a6ca771,acct_ea2113b7e475,0,fanin
acct_bca032927418,acct_121145e87a6b,0,fanin
acct_0791ecb88f95,acct_121145e87a6b,0,fanin
acct_4da8c8462359,acct_643cd3ffbd5e,0,fanin
acct_99ec6b61f0d2,acct_121145e87a6b,0,fanin
acct_4da8c8462359,acct_643cd3ffbd5e,0,fanin
acct_377d0045811a,acct_121145e87a6b,0,fanin
acct_3d180a6ca771,acct_ea2113b7e475,0,fanin
acct_4c96771cc812,acct_643cd3ffbd5e,0,fanin
acct_5969580f8839,acct_121145e87a6b,0,fanin
acct_f01ec9c686f8,acct_121145e87a6b,0,fanin
acct_cebee1fa95a4,acct_643cd3ffbd5e,0,fanin
acct_0791ecb88f95,acct_ea2113b7e475,0,fanin
acct_4da8c8462359,acct_121145e87a6b,0,fanin
acct_99ec6b61f0d2,acct_643cd3ffbd5e,0,fanin
acct_0791ecb88f95,acct_643cd3ffbd5e,0,fanin
acct_cebee1fa95a4,acct_ea2113b7e475,0,fanin
acct_f01ec9c686f8,acct_643cd3ffbd5e,0,fanin
acct_4da8c8462359,acct_121145e87a6b,0,fanin
acct_3d180a6ca771,acct_121145e87a6b,0,fanin
acct_4da8c8462359,acct_643cd3ffbd5e,0,fanin
acct_3d180a6ca771,acct_643cd3ffbd5e,0,fanin
acct_cebee1fa95a4,acct_121145e87a6b,0,fanin
acct_3d180a6ca771,acct_643cd3ffbd5e,0,fanin
acct_4c96771cc812,acct_643cd3ffbd5e,0,fanin
acct_bca032927418,acct_ea2113b7e475,0,fanin
acct_377d0045811a,acct_121145e87a6b,0,fanin
acct_643cd3ffbd5e,acct_b734358c0f71,0,fanout
acct_643cd3ffbd5e,acct_4853de513834,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_643cd3ffbd5e,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_6b84da218a77,0,fanout
acct_121145e87a6b,acct_98c8a1b0a096,0,fanout
acct_121145e87a6b,acct_6b84da218a77,0,fanout
acct_ea2113b7e475,acct_cf170afa7f23,0,fanout
acct_643cd3ffbd5e,acct_6b84da218a77,0,fanout
acct_ea2113b7e475,acct_6b84da218a77,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_ea2113b7e475,acct_6b84da218a77,0,fanout
acct_643cd3ffbd5e,acct_6b84da218a77,0,fanout
acct_643cd3ffbd5e,acct_6b84da218a77,0,fanout
acct_5969580f8839,acct_121145e87a6b,0,chain
acct_ea2113b7e475,acct_f01ec9c686f8,0,chain
acct_6b84da218a77,acct_f01ec9c686f8,0,chain
acct_22d6c9a8e93f,acct_5969580f8839,0,chain
acct_377d0045811a,acct_99ec6b61f0d2,0,chain
acct_22d6c9a8e93f,acct_218ccf971620,0,chain
acct_ea2113b7e475,acct_643cd3ffbd5e,0,chain
acct_121145e87a6b,acct_0791ecb88f95,0,chain
acct_3d180a6ca771,acct_22d6c9a8e93f,0,chain
acct_0791ecb88f95,acct_cebee1fa95a4,0,chain
acct_0791ecb88f95,acct_4c96771cc812,0,chain
acct_88ec8e799a2a,acct_99ec6b61f0d2,0,inbound
acct_1f29409c689c,acct_22d6c9a8e93f,0,inbound
acct_3871fc52be74,acct_121145e87a6b,0,inbound
acct_9469ad04dcb1,acct_f01ec9c686f8,0,inbound
acct_b0338b812e39,acct_0791ecb88f95,0,inbound
acct_c6460dcb2889,acct_0791ecb88f95,0,inbound
acct_a3a2b718926b,acct_4da8c8462359,0,inbound
acct_947cec596771,acct_ea2113b7e475,0,inbound
acct_d0d39e935329,acct_3d180a6ca771,0,inbound
acct_76528837fd08,acct_5969580f8839,0,inbound
acct_bf3e0eea6791,acct_22d6c9a8e93f,0,inbound
acct_c9666423f6a0,acct_4da8c8462359,0,inbound
acct_7965338fbc11,acct_f01ec9c686f8,0,inbound
acct_74c30549ab87,acct_4c96771cc812,0,inbound
acct_df39affea0e7,acct_4da8c8462359,0,inbound
acct_31d0008de867,acct_4da8c8462359,0,inbound
acct_96617f75a534,acct_22d6c9a8e93f,0,inbound
acct_d7df62ffc8c5,acct_218ccf971620,0,inbound
acct_7ac5fb44a97c,acct_218ccf971620,0,inbound
acct_45d7a2ab8aa8,acct_5969580f8839,0,inbound
acct_dfe731054657,acct_ea2113b7e475,0,inbound
acct_8a7fa413dd38,acct_643cd3ffbd5e,0,inbound
acct_fa74a7d1ccb2,acct_f01ec9c686f8,0,inbound
acct_2ae7c99e095f,acct_121145e87a6b,0,inbound
acct_218ccf971620,acct_643cd3ffbd5e,0,fanin
acct_4c96771cc812,acct_ea2113b7e475,0,fanin
acct_377d0045811a,acct_643cd3ffbd5e,0,fanin
acct_377d0045811a,acct_ea2113b7e475,0,fanin
acct_99ec6b61f0d2,acct_ea2113b7e475,0,fanin
acct_5969580f8839,acct_121145e87a6b,0,fanin
acct_377d0045811a,acct_121145e87a6b,0,fanin
acct_377d0045811a,acct_643cd3ffbd5e,0,fanin
acct_5969580f8839,acct_121145e87a6b,0,fanin
acct_218ccf971620,acct_ea2113b7e475,0,fanin
acct_22d6c9a8e93f,acct_ea2113b7e475,0,fanin
acct_cebee1fa95a4,acct_121145e87a6b,0,fanin
acct_cebee1fa95a4,acct_643cd3ffbd5e,0,fanin
acct_3d180a6ca771,acct_643cd3ffbd5e,0,fanin
acct_22d6c9a8e93f,acct_121145e87a6b,0,fanin
acct_f01ec9c686f8,acct_ea2113b7e475,0,fanin
acct_99ec6b61f0d2,acct_ea2113b7e475,0,fanin
acct_4c96771cc812,acct_121145e87a6b,0,fanin
acct_3d180a6ca771,acct_643cd3ffbd5e,0,fanin
acct_bca032927418,acct_ea2113b7e475,0,fanin
acct_bca032927418,acct_121145e87a6b,0,fanin
acct_4c96771cc812,acct_ea2113b7e475,0,fanin
acct_377d0045811a,acct_121145e87a6b,0,fanin
acct_bca032927418,acct_643cd3ffbd5e,0,fanin
acct_218ccf971620,acct_121145e87a6b,0,fanin
acct_cebee1fa95a4,acct_643cd3ffbd5e,0,fanin
acct_f01ec9c686f8,acct_ea2113b7e475,0,fanin
acct_f01ec9c686f8,acct_643cd3ffbd5e,0,fanin
acct_4da8c8462359,acct_643cd3ffbd5e,0,fanin
acct_bca032927418,acct_121145e87a6b,0,fanin
acct_4da8c8462359,acct_121145e87a6b,0,fanin
acct_22d6c9a8e93f,acct_643cd3ffbd5e,0,fanin
acct_ea2113b7e475,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_309d8754d6da,0,fanout
acct_643cd3ffbd5e,acct_6b84da218a77,0,fanout
acct_643cd3ffbd5e,acct_b734358c0f71,0,fanout
acct_ea2113b7e475,acct_b734358c0f71,0,fanout
acct_ea2113b7e475,acct_6b84da218a77,0,fanout
acct_643cd3ffbd5e,acct_6b84da218a77,0,fanout
acct_ea2113b7e475,acct_7c22ad2a3846,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_6b84da218a77,0,fanout
acct_ea2113b7e475,acct_b734358c0f71,0,fanout
acct_643cd3ffbd5e,acct_b734358c0f71,0,fanout
acct_643cd3ffbd5e,acct_6b84da218a77,0,fanout
acct_ea2113b7e475,acct_b7947ea16268,0,fanout
acct_121145e87a6b,acct_6b84da218a77,0,fanout
acct_121145e87a6b,acct_6b84da218a77,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_ea2113b7e475,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_377d0045811a,acct_5969580f8839,0,chain
acct_4c96771cc812,acct_f01ec9c686f8,0,chain
acct_5969580f8839,acct_6b84da218a77,0,chain
acct_4c96771cc812,acct_0791ecb88f95,0,chain
acct_377d0045811a,acct_3d180a6ca771,0,chain
acct_f01ec9c686f8,acct_121145e87a6b,0,chain
acct_874baee14d15,acct_cebee1fa95a4,0,inbound
acct_b79ef0bb70d1,acct_99ec6b61f0d2,0,inbound
acct_b8c71816f861,acct_f01ec9c686f8,0,inbound
acct_d44817527cbd,acct_121145e87a6b,0,inbound
acct_4fd98a6866f8,acct_377d0045811a,0,inbound
acct_11b445bdd159,acct_3d180a6ca771,0,inbound
acct_96384b6e6af6,acct_ea2113b7e475,0,inbound
acct_d1893e022e07,acct_0791ecb88f95,0,inbound
acct_5cb582987a82,acct_3d180a6ca771,0,inbound
acct_f006f54a27bb,acct_ea2113b7e475,0,inbound
acct_6d195ffa01f6,acct_4da8c8462359,0,inbound
acct_8440f9c82b0a,acct_cebee1fa95a4,0,inbound
acct_c56e9f855e7f,acct_22d6c9a8e93f,0,inbound
acct_c54d24bad99c,acct_4c96771cc812,0,inbound
acct_eeaf1759c5f9,acct_22d6c9a8e93f,0,inbound
acct_1f358d9b50c8,acct_ea2113b7e475,0,inbound
acct_1a67dc28d905,acct_377d0045811a,0,inbound
acct_f3b862235c3b,acct_377d0045811a,0,inbound
acct_c14ba3fe2d42,acct_bca032927418,0,inbound
acct_26f3145c73b7,acct_0791ecb88f95,0,inbound
acct_69f1927014e8,acct_121145e87a6b,0,inbound
acct_cb4a3e414a7e,acct_218ccf971620,0,inbound
acct_b56d0ac3d06e,acct_4c96771cc812,0,inbound
acct_97f622f786de,acct_377d0045811a,0,inbound
acct_403ff7f48a49,acct_4c96771cc812,0,inbound
acct_00632f615616,acct_218ccf971620,0,inbound
acct_1d649840ec4a,acct_5969580f8839,0,inbound
acct_b266653880a5,acct_4da8c8462359,0,inbound
acct_ddfe68327312,acct_22d6c9a8e93f,0,inbound
acct_115755517145,acct_99ec6b61f0d2,0,inbound
acct_d4ce4b1afc6d,acct_22d6c9a8e93f,0,inbound
acct_bc7aa87ba1ba,acct_22d6c9a8e93f,0,inbound
acct_3bde15256a86,acct_cebee1fa95a4,0,inbound
acct_edf81b63ea68,acct_218ccf971620,0,inbound
acct_91a02f683262,acct_218ccf971620,0,inbound
acct_b2ec5d396bc1,acct_4da8c8462359,0,inbound
acct_06078273335b,acct_121145e87a6b,0,inbound
acct_233ed724da6c,acct_643cd3ffbd5e,0,inbound
acct_91d53467f2e9,acct_0791ecb88f95,0,inbound
acct_6e7b68e53e51,acct_bca032927418,0,inbound
acct_fe9a2a310760,acct_4c96771cc812,0,inbound
acct_e7ad9ce3e876,acct_cebee1fa95a4,0,inbound
acct_377d0045811a,acct_ea2113b7e475,0,fanin
acct_377d0045811a,acct_643cd3ffbd5e,0,fanin
acct_218ccf971620,acct_643cd3ffbd5e,0,fanin
acct_377d0045811a,acct_121145e87a6b,0,fanin
acct_bca032927418,acct_121145e87a6b,0,fanin
acct_f01ec9c686f8,acct_121145e87a6b,0,fanin
acct_218ccf971620,acct_121145e87a6b,0,fanin
acct_4da8c8462359,acct_643cd3ffbd5e,0,fanin
acct_5969580f8839,acct_643cd3ffbd5e,0,fanin
acct_4c96771cc812,acct_121145e87a6b,0,fanin
acct_218ccf971620,acct_ea2113b7e475,0,fanin
acct_bca032927418,acct_643cd3ffbd5e,0,fanin
acct_4da8c8462359,acct_643cd3ffbd5e,0,fanin
acct_377d0045811a,acct_ea2113b7e475,0,fanin
acct_4da8c8462359,acct_643cd3ffbd5e,0,fanin
acct_643cd3ffbd5e,acct_b734358c0f71,0,fanout
acct_643cd3ffbd5e,acct_f7295fa61085,0,fanout
acct_121145e87a6b,acct_b734358c0f71,0,fanout
acct_643cd3ffbd5e,acct_b734358c0f71,0,fanout
acct_ea2113b7e475,acct_b734358c0f71,0,fanout
acct_643cd3ffbd5e,acct_b734358c0f71,0,fanout
acct_121145e87a6b,acct_6b84da218a77,0,fanout
acct_ea2113b7e475,acct_e6e378e02910,0,fanout
