txn_id,timestamp,src_account,dst_account,amount,src_country,dst_country,currency,channel,is_cross_border,is_off_hours,is_planted_mule_edge,planted_cluster_id,src_kyc_risk,dst_kyc_risk,src_age_days,dst_age_days,shared_device,shared_ip,near_threshold,src_new_account,dst_new_account
txn_d926fac6279f,2025-01-01 02:57:29,acct_4c1a52fd82ef,acct_e6e378e02910,19.4,PL,EE,PLN,bank_transfer,1,1,0,-1,0.21144009798503652,0.11066643980886767,225,44,0,0,0,0,1
txn_1dce442db728,2025-01-01 03:00:56,acct_a48607db5e55,acct_69c09f0c46dc,44.5,DE,LV,EUR,bank_transfer,1,1,0,-1,0.2162440963782311,0.09151501308336438,398,45,0,0,0,0,0
txn_c54589c76a2b,2025-01-01 03:01:45,acct_9b283b0dbb76,acct_89da58b6c751,43.01,GB,LV,GBP,merchant,1,1,0,-1,0.21521178015736075,0.2686628810214126,407,331,0,0,0,0,0
txn_6e922c02e037,2025-01-01 03:04:02,acct_93d88ab04632,acct_2ec3cb1225ff,45.64,EE,GB,EUR,bank_transfer,1,1,0,-1,0.3054117211236222,0.1905879878470244,243,40,0,0,0,0,1
txn_eb1a248b1170,2025-01-01 03:10:38,acct_dbe6d0d09946,acct_3d08c8eab742,36.65,NL,IT,EUR,card_topup,1,1,0,-1,0.316560819077081,0.5146650525118965,48,424,0,0,0,0,0
txn_5380f07faf8d,2025-01-01 03:23:18,acct_c1c27af35ece,acct_d0eba922fa5f,80.43,CZ,LT,CZK,card_topup,1,1,0,-1,0.01,0.18218775271308005,84,129,0,0,0,0,0
txn_0f68dd4ab698,2025-01-01 03:23:30,acct_2ec3cb1225ff,acct_7e1273317205,46.34,GB,RO,GBP,bank_transfer,1,1,0,-1,0.1905879878470244,0.3030957855567492,40,187,0,0,0,1,0
txn_a119adbb084b,2025-01-01 03:24:19,acct_799a9d92cb1b,acct_cc30bf729c1b,5.86,GB,GB,GBP,bank_transfer,0,1,0,-1,0.10586146690269206,0.3098009298232915,100,184,0,0,0,0,0
txn_1fcc89dcf61e,2025-01-01 03:31:28,acct_f5ecd2129dc2,acct_a677be27a4e3,16.36,CZ,RO,CZK,merchant,1,1,0,-1,0.3884085213599078,0.31047647653556054,217,342,0,0,0,0,0
txn_f89218dfccf8,2025-01-01 03:34:26,acct_a161cea65aff,acct_f674b499377a,34.16,BE,CZ,EUR,p2p,1,1,0,-1,0.3910447624789658,0.3308860551804097,104,355,0,0,0,0,0
txn_4160c29a2451,2025-01-01 03:41:07,acct_2466ce437936,acct_8183c5170b34,50.23,RO,IT,RON,bank_transfer,1,1,0,-1,0.17372054295140946,0.21813989872031656,74,355,0,0,0,0,0
txn_62a90bd73bd8,2025-01-01 03:46:25,acct_b0171aca129d,acct_61ba6f623bef,44.49,PL,FR,PLN,card_topup,1,1,0,-1,0.020631619671127255,0.616003970487479,107,421,0,0,0,0,0
txn_0bb6f56b5947,2025-01-01 03:49:55,acct_966a03ccb476,acct_c61f5e81c25f,68.77,BE,IT,EUR,p2p,1,1,0,-1,0.2714901148266771,0.21337811595813688,278,399,0,0,0,0,0
txn_0e9303240de8,2025-01-01 03:50:22,acct_921518596eda,acct_72c00da9932d,40.37,RO,PL,RON,merchant,1,1,0,-1,0.1821419096500073,0.3018469738619588,238,230,0,0,0,0,0
txn_98e0897a447a,2025-01-01 03:52:37,acct_a2cdee732604,acct_6451f74621ea,11.5,LT,NL,EUR,p2p,1,1,0,-1,0.31233257529760466,0.08230178227291066,155,94,0,0,0,0,0
txn_f6cff071d60c,2025-01-01 04:06:45,acct_f674b499377a,acct_3b8202d4b82a,40.13,CZ,ES,CZK,bank_transfer,1,1,0,-1,0.3308860551804097,0.27005753988038883,355,89,0,0,0,0,0
txn_0c6113c2a0df,2025-01-01 04:14:11,acct_084d277a1f1b,acct_34a073e149cc,45.29,EE,FR,EUR,p2p,1,1,0,-1,0.01,0.2922298250542866,55,114,0,0,0,0,0
txn_67a9275fb53f,2025-01-01 04:15:50,acct_af490b26272e,acct_844971544ba2,15.93,LT,ES,EUR,bank_transfer,1,1,0,-1,0.2790283100915656,0.2870296776508945,157,10,0,0,0,0,1
txn_2cba5d96e30a,2025-01-01 04:16:12,acct_215319488865,acct_308f972abb3c,12.87,GB,GB,GBP,p2p,0,1,0,-1,0.14695260419792272,0.260438453127695,190,318,0,0,0,0,0
txn_fc7c3cae2f9f,2025-01-01 04:20:26,acct_d988c36b28ce,acct_f779a714bd74,52.12,LT,RO,EUR,bank_transfer,1,1,0,-1,0.5412891308937898,0.16508391746174172,407,34,0,0,0,0,1
txn_4716a4890451,2025-01-01 04:21:02,acct_a951a4e3333f,acct_9fc3345ce917,54.0,FR,IT,EUR,p2p,1,1,0,-1,0.01,0.6140126807403192,241,375,0,0,0,0,0
txn_f5828517f12a,2025-01-01 04:26:34,acct_73a41ff518e2,acct_2a6e007fac52,25.83,EE,PL,EUR,p2p,1,1,0,-1,0.12872325875384277,0.13876602388328613,338,123,0,0,0,0,0
txn_f1f714c68798,2025-01-01 04:31:49,acct_4dbd0a2ce9f7,acct_70bb42be0a76,19.66,PL,IT,PLN,bank_transfer,1,1,0,-1,0.23078655495772749,0.16181784218848339,133,144,0,0,0,0,0
txn_df4669d18708,2025-01-01 04:32:41,acct_b549c2d6f983,acct_e4efa6f2dd1a,30.47,NL,NL,EUR,card_topup,0,1,0,-1,0.29326701113763065,0.24097954865025417,361,107,0,0,0,0,0
txn_f6d443e77df4,2025-01-01 04:35:56,acct_89aeab4e5a30,acct_0b27eda55f1b,6.31,PL,LV,PLN,merchant,1,1,0,-1,0.2776179891875263,0.24376287266725594,71,6,0,0,0,0,1
txn_8246fe041cf5,2025-01-01 04:38:27,acct_edbb823246df,acct_75c18e05a4ec,93.6,RO,RO,RON,p2p,0,1,0,-1,0.3275675138804209,0.01,56,42,0,0,1,0,1
txn_04a867f2be0a,2025-01-01 04:51:36,acct_ecc5fd17cb7b,acct_b03ae754d19e,35.45,DE,LV,EUR,bank_transfer,1,1,0,-1,0.1964801026442222,0.44526310988333534,145,42,0,0,0,0,1
txn_af3c12f793ea,2025-01-01 04:54:21,acct_b0171aca129d,acct_1243831717c4,20.79,PL,EE,PLN,bank_transfer,1,1,0,-1,0.020631619671127255,0.330929185395023,107,331,0,0,0,0,0
txn_870eec195f3f,2025-01-01 04:58:05,acct_ed71a0a35af7,acct_2a1c5a808d0d,20.01,IT,GB,EUR,bank_transfer,1,1,0,-1,0.26739628934625936,0.24257399418940415,36,246,0,0,0,1,0
txn_a5b60943b811,2025-01-01 05:11:08,acct_177fbc12dd0f,acct_5d2a471f208b,30.14,BE,FR,EUR,bank_transfer,1,1,0,-1,0.3605101596033131,0.2743436733120643,161,173,0,0,0,0,0
txn_62abbb25bdab,2025-01-01 05:16:53,acct_632dc542f5ef,acct_5a62a6fb0221,12.83,ES,CZ,EUR,bank_transfer,1,1,0,-1,0.4903945704747874,0.5280591667549162,77,418,0,0,0,0,0
txn_870c86ee6aaa,2025-01-01 05:22:50,acct_675d20ca4a8a,acct_318b14b9d62c,24.61,GB,NL,GBP,p2p,1,1,0,-1,0.349676566984365,0.26378961758713243,161,56,0,0,0,0,0
txn_87c667374d0a,2025-01-01 05:23:54,acct_ad561298261b,acct_74c21f7236c8,47.82,RO,CZ,RON,card_topup,1,1,0,-1,0.08721223099666467,0.21297790311767884,268,367,0,0,0,0,0
txn_e7d9b5ce6693,2025-01-01 05:29:16,acct_285c02fcf0f2,acct_3c3f7b14cd99,18.09,GB,IT,GBP,bank_transfer,1,1,0,-1,0.3058383862753812,0.14114091136416962,133,168,0,0,0,0,0
txn_c05b76433c9a,2025-01-01 05:30:36,acct_e0f75b48fa53,acct_45e30a820d38,41.93,RO,LT,RON,bank_transfer,1,1,0,-1,0.279011714690348,0.3322043489862958,282,139,0,0,0,0,0
txn_c565908b3e53,2025-01-01 05:31:46,acct_91e86038a734,acct_5bdb2169298d,55.02,RO,EE,RON,bank_transfer,1,1,0,-1,0.25757517744837566,0.22093944062046378,317,23,0,0,0,0,1
txn_e298e2e717f8,2025-01-01 05:36:39,acct_4736d6920ab0,acct_3bde15256a86,147.95,EE,GB,EUR,bank_transfer,1,1,0,-1,0.5439796898314917,0.351929317825844,355,142,0,0,0,0,0
txn_80cb6849ca31,2025-01-01 05:41:32,acct_1e68483b6324,acct_5e0d69105b1f,40.61,EE,CZ,EUR,bank_transfer,1,1,0,-1,0.4898772499227638,0.14516354481890148,337,142,0,0,0,0,0
txn_e9aad2810303,2025-01-01 05:51:11,acct_0d6719f0ff0a,acct_eb4e0abac8bf,32.47,ES,EE,EUR,bank_transfer,1,1,0,-1,0.23363291850091372,0.1434843004147501,309,437,0,0,0,0,0
txn_9c8ea8097dfc,2025-01-01 05:57:04,acct_dbbbdb2fa350,acct_2a1c5a808d0d,51.66,NL,GB,EUR,bank_transfer,1,1,0,-1,0.3928679487409021,0.24257399418940415,270,246,0,0,0,0,0
txn_2866d18a21fe,2025-01-01 06:00:39,acct_d9813fd35b2e,acct_637943242d33,40.3,FR,RO,EUR,merchant,1,1,0,-1,0.24267577185392938,0.29129109615526516,115,54,0,0,0,0,0
txn_96d307b36a82,2025-01-01 06:01:13,acct_49236a5b719f,acct_f8986952cbf4,28.4,LT,EE,EUR,card_topup,1,1,0,-1,0.01,0.13583991408732415,23,265,0,0,0,1,0
txn_0e3e9a3be252,2025-01-01 06:11:01,acct_e0a9d4d886c3,acct_69c09f0c46dc,82.3,LV,LV,EUR,bank_transfer,0,1,0,-1,0.16220759421321834,0.09151501308336438,39,45,0,0,0,1,0
txn_173aba7362e0,2025-01-01 06:19:33,acct_1ad16a192cd9,acct_89da58b6c751,15.43,FR,LV,EUR,bank_transfer,1,1,0,-1,0.3211844764574809,0.2686628810214126,172,331,0,0,0,0,0
txn_8441d2cf46f7,2025-01-01 06:21:20,acct_2dfbde4be1a2,acct_26f1625eaf93,34.76,PL,NL,PLN,bank_transfer,1,1,0,-1,0.11210158092380759,0.08766252187627444,128,78,0,0,0,0,0
txn_0e4271ecff44,2025-01-01 06:30:51,acct_8fc32d1ec831,acct_94b7d1d3c108,35.41,PL,LV,PLN,p2p,1,1,0,-1,0.3424850359135566,0.2062988152131516,118,56,0,0,0,0,0
txn_cd3768f81c29,2025-01-01 06:36:27,acct_8b53e4e762b4,acct_ce58889c7992,84.07,FR,EE,EUR,bank_transfer,1,1,0,-1,0.17603470313163716,0.363033108514595,120,99,0,0,0,0,0
txn_a0abde5852b1,2025-01-01 06:37:00,acct_b476710c2f2c,acct_e33ccdd4458c,92.44,PL,DE,PLN,merchant,1,1,0,-1,0.27831234661504783,0.36069459461858666,12,293,0,0,1,1,0
txn_1a1f70186450,2025-01-01 06:39:56,acct_3804aa72d7bf,acct_13cd76ad4f99,48.58,ES,ES,EUR,bank_transfer,0,1,0,-1,0.2864614289146275,0.25680420752157135,193,444,0,0,0,0,0
txn_7621fef8e3d5,2025-01-01 06:42:26,acct_4f3d91677303,acct_7073454c1f67,138.97,BE,LT,EUR,p2p,1,1,0,-1,0.22258044355213508,0.18734230255902362,47,353,0,0,0,0,0
txn_1b331577d4fb,2025-01-01 06:43:28,acct_bc4c422f8e3a,acct_835b982b5676,25.23,RO,LV,RON,p2p,1,1,0,-1,0.2643612032308554,0.4198561761297051,293,116,0,0,0,0,0
txn_11a63b3614f7,2025-01-01 06:45:11,acct_7d6505a10746,acct_3019e2a0d0c3,115.43,DE,CZ,EUR,card_topup,1,1,0,-1,0.10723570010869982,0.12307313259842535,373,96,0,0,1,0,0
txn_e708e318db6f,2025-01-01 06:50:40,acct_5769b0a2c862,acct_725d96ee9d0e,14.31,EE,LV,EUR,bank_transfer,1,1,0,-1,0.24563016559278142,0.4244094592672094,229,414,0,0,0,0,0
txn_20bceecdb33d,2025-01-01 06:53:15,acct_e98bb1923bb7,acct_4d2e0b070feb,43.33,LV,IT,EUR,card_topup,1,1,0,-1,0.2678853268994935,0.13191524175116354,220,411,0,0,0,0,0
txn_9c100c9dc1be,2025-01-01 06:59:17,acct_e518a3dec585,acct_c05e03c6bf33,26.5,DE,DE,EUR,bank_transfer,0,1,0,-1,0.2701088471107854,0.392403658083061,229,239,0,0,0,0,0
txn_545f653d10c3,2025-01-01 07:03:51,acct_9f93cb037200,acct_418eb307f48f,68.36,DE,IT,EUR,p2p,1,1,0,-1,0.2540860971574797,0.1903227738034084,19,81,0,0,0,1,0
txn_243c2f8ad03f,2025-01-01 07:07:27,acct_ba016b509d25,acct_1f572f7a36bc,11.06,PL,PL,PLN,bank_transfer,0,1,0,-1,0.27557278934073137,0.29275973313330256,114,145,0,0,0,0,0
txn_4f8f9136d454,2025-01-01 07:07:42,acct_287672119e06,acct_7f2d8ba46e21,46.38,LT,IT,EUR,bank_transfer,1,1,0,-1,0.3264084139801316,0.0817113339273624,25,32,0,0,0,1,1
txn_f413c8676e68,2025-01-01 07:09:47,acct_b1b564eb95a0,acct_18bca1e569f7,78.9,CZ,CZ,CZK,p2p,0,1,0,-1,0.12223891016462039,0.2593222597329936,212,26,0,0,0,0,1
txn_008b1833999a,2025-01-01 07:10:46,acct_e879fd6efa5a,acct_ef2f301a7da2,68.97,BE,CZ,EUR,p2p,1,1,0,-1,0.1756338587895302,0.5554904882120815,148,442,0,0,0,0,0
txn_9914b3abd4af,2025-01-01 07:11:52,acct_4e2df3032df7,acct_c0789df358d9,26.51,ES,CZ,EUR,p2p,1,1,0,-1,0.2511885710131195,0.30790197713617584,87,86,0,0,0,0,0
txn_50d0b3c9c9ee,2025-01-01 07:18:16,acct_78523a9b8378,acct_b47430d1b11f,10.5,BE,LV,EUR,p2p,1,1,0,-1,0.24895693693196178,0.1445250607641862,11,351,0,0,0,1,0
txn_3c960798e4af,2025-01-01 07:28:17,acct_04f66173ff6b,acct_1e7f41278a5b,18.31,LV,IT,EUR,bank_transfer,1,1,0,-1,0.1075674133187053,0.4100392624608244,122,253,0,0,0,0,0
txn_3cec31e58000,2025-01-01 07:29:11,acct_47e888f40a6e,acct_21e31f69d9ba,28.41,FR,IT,EUR,card_topup,1,1,0,-1,0.061618279063337944,0.22816298407296282,424,227,0,0,0,0,0
txn_d80c65766a92,2025-01-01 07:30:45,acct_f1c8a06fc20d,acct_6311eeaaee49,108.07,CZ,PL,CZK,p2p,1,1,0,-1,0.16795916998675336,0.07194763712804692,442,352,0,0,1,0,0
txn_fa3147234df9,2025-01-01 07:30:46,acct_d267d499cf01,acct_ee960b59506d,109.14,CZ,DE,CZK,bank_transfer,1,1,0,-1,0.17121848519197005,0.3348242630303802,195,178,0,0,1,0,0
txn_71a888c20a81,2025-01-01 07:36:46,acct_339e61591cdb,acct_4c9407de5836,7.1,DE,BE,EUR,bank_transfer,1,1,0,-1,0.22191427264913913,0.2108517977722715,73,337,0,0,0,0,0
txn_f0437bfd8f6d,2025-01-01 07:46:10,acct_5433c7344e7a,acct_f8986952cbf4,13.41,ES,EE,EUR,merchant,1,1,0,-1,0.37375787297630636,0.13583991408732415,198,265,0,0,0,0,0
txn_3a5743b328ad,2025-01-01 07:51:16,acct_ecc5fd17cb7b,acct_5dbf2315005f,22.0,DE,FR,EUR,bank_transfer,1,1,0,-1,0.1964801026442222,0.06947126556585026,145,77,0,0,0,0,0
txn_f9bf41176252,2025-01-01 08:07:14,acct_69f1927014e8,acct_40145800c235,62.83,ES,LV,EUR,card_topup,1,0,0,-1,0.2853009963309352,0.01,180,241,0,0,0,0,0
txn_eb946b3bf93c,2025-01-01 08:08:51,acct_92b5252b0c62,acct_68bc266766be,22.52,EE,BE,EUR,bank_transfer,1,0,0,-1,0.35006142878415236,0.2034579158758926,95,421,0,0,0,0,0
txn_1bfe0e3540ca,2025-01-01 08:11:44,acct_0195a8113112,acct_4bd173ed7b5d,92.58,LV,EE,EUR,bank_transfer,1,0,0,-1,0.2368237214496128,0.21599197116500776,75,33,0,0,1,0,1
txn_6435ae0891f4,2025-01-01 08:14:20,acct_11e26679190d,acct_f9816198bd57,42.18,DE,LT,EUR,p2p,1,0,0,-1,0.2378387735746225,0.30233734290209857,19,376,0,0,0,1,0
txn_3bae0626c765,2025-01-01 08:21:16,acct_9d58b5201b60,acct_115755517145,18.66,DE,LT,EUR,bank_transfer,1,0,0,-1,0.13785152838555587,0.5882557989305658,374,119,0,0,0,0,0
txn_a7540f1b9bb0,2025-01-01 08:47:17,acct_f1c8a06fc20d,acct_5893e98577f3,81.28,CZ,ES,CZK,p2p,1,0,0,-1,0.16795916998675336,0.32361797255782326,442,334,0,0,0,0,0
txn_ed1ebb159daf,2025-01-01 08:50:24,acct_dbaad4f1c79f,acct_957d34fe5e06,57.78,BE,BE,EUR,bank_transfer,0,0,0,-1,0.38454251810477635,0.3133406699005173,441,261,0,0,0,0,0
txn_ef2b12f4dfb1,2025-01-01 08:51:22,acct_40e2d4906cae,acct_bff45699225c,23.63,NL,NL,EUR,bank_transfer,0,0,0,-1,0.3475085763923893,0.4470466826530599,280,424,0,0,0,0,0
txn_b18b423d5fd9,2025-01-01 08:54:48,acct_39855fdc6973,acct_13887f2cec42,36.43,LV,BE,EUR,p2p,1,0,0,-1,0.19415779297003855,0.27160376929470137,100,195,0,0,0,0,0
txn_4ffdc5e0e023,2025-01-01 08:57:01,acct_0bb2e7e1ac8e,acct_33d40a879418,8.01,NL,BE,EUR,bank_transfer,1,0,0,-1,0.20493228795247187,0.08495357853061808,224,278,0,0,0,0,0
txn_f315e2d566ee,2025-01-01 09:24:36,acct_f4170042d025,acct_e0dc78d9d077,30.29,DE,ES,EUR,p2p,1,0,0,-1,0.4891314755151067,0.2967160711747392,206,297,0,0,0,0,0
txn_86e5c5440de6,2025-01-01 09:28:37,acct_d1769189db62,acct_c1c284ccdbf3,28.66,LV,GB,EUR,p2p,1,0,0,-1,0.15737390731268946,0.10297235508119532,139,40,0,0,0,0,1
txn_56e10f946c9e,2025-01-01 09:37:47,acct_80de33d8e8be,acct_481590612ea3,38.11,BE,IT,EUR,p2p,1,0,0,-1,0.2220339797454634,0.24288395094399956,361,332,0,0,0,0,0
txn_5c69b0b73de8,2025-01-01 09:56:41,acct_5ed70d32642f,acct_78a2edd12297,20.49,IT,LT,EUR,bank_transfer,1,0,0,-1,0.2569841226730218,0.8176220660843604,349,67,0,0,0,0,0
txn_61ceb099a5e7,2025-01-01 10:02:09,acct_6fe460fc7395,acct_2228dc87d364,22.63,RO,LV,RON,p2p,1,0,0,-1,0.4364744675029307,0.28077446112416216,184,387,0,0,0,0,0
txn_1f6cfa87c2a7,2025-01-01 10:12:47,acct_3d9a27ff491d,acct_249f5802b278,32.57,DE,CZ,EUR,p2p,1,0,0,-1,0.23491954931173797,0.13660259573983222,41,384,0,0,0,1,0
txn_584caa8101ea,2025-01-01 10:17:42,acct_cf50d2451c81,acct_dc1b3d8474bf,33.82,EE,LV,EUR,p2p,1,0,0,-1,0.3435183019980473,0.016406427132478252,264,339,0,0,0,0,0
txn_617fb3d49954,2025-01-01 10:17:49,acct_36355752695c,acct_7d70d1eab113,39.7,FR,PL,EUR,p2p,1,0,0,-1,0.2554041236054117,0.01,160,250,0,0,0,0,0
txn_f75185a1daec,2025-01-01 10:19:29,acct_76528837fd08,acct_e2bf2d9ea983,275.53,PL,DE,PLN,bank_transfer,1,0,0,-1,0.01,0.52873299533071,165,281,0,0,0,0,0
txn_7e8cd50a543c,2025-01-01 10:25:02,acct_9469ad04dcb1,acct_a677be27a4e3,55.38,FR,RO,EUR,p2p,1,0,0,-1,0.3148264468447316,0.31047647653556054,196,342,0,0,0,0,0
txn_58544fd4bfff,2025-01-01 10:26:08,acct_921518596eda,acct_639c36febf48,51.53,RO,ES,RON,card_topup,1,0,0,-1,0.1821419096500073,0.27175229519670047,238,344,0,0,0,0,0
txn_9d2825f4b5b4,2025-01-01 10:31:51,acct_e493cd027109,acct_da36735afff5,18.86,LT,RO,EUR,bank_transfer,1,0,0,-1,0.41564806362679974,0.326081440261216,338,148,0,0,0,0,0
txn_d9bd4914bc59,2025-01-01 10:32:23,acct_fe9a2a310760,acct_21d70f6b1a60,23.67,FR,DE,EUR,p2p,1,0,0,-1,0.16739497795923736,0.32888685026486075,374,128,0,0,0,0,0
txn_48bd2b96ce4a,2025-01-01 10:46:08,acct_8fa23aa139f5,acct_e4636e6f3ec4,39.4,DE,NL,EUR,p2p,1,0,0,-1,0.01,0.3936292505905547,45,398,0,0,0,0,0
txn_e2f78fde5cf8,2025-01-01 10:49:41,acct_ebea6b8387a4,acct_4e53251dbe67,9.17,BE,RO,EUR,merchant,1,0,0,-1,0.5584704399826509,0.17214910535332278,248,101,0,0,0,0,0
txn_3c87656704b1,2025-01-01 10:52:44,acct_98d2e5146cbf,acct_59c73ce8178f,41.05,GB,IT,GBP,bank_transfer,1,0,0,-1,0.23573569924400425,0.10093799520740715,358,127,0,0,0,0,0
txn_14aec250745b,2025-01-01 11:03:41,acct_64fb5260f66b,acct_00367ea2b6cc,11.73,GB,BE,GBP,bank_transfer,1,0,0,-1,0.4752599591791279,0.19744744243634443,379,99,0,0,0,0,0
txn_1663f6c7df2d,2025-01-01 11:06:02,acct_9436c0954767,acct_9e09a1981608,21.11,ES,CZ,EUR,p2p,1,0,0,-1,0.39558160149743865,0.02497124550787605,333,217,0,0,0,0,0
txn_0c182c67fcb3,2025-01-01 11:08:21,acct_fa2ff33a905b,acct_faeb0cfd3064,29.05,DE,RO,EUR,p2p,1,0,0,-1,0.47230635342041627,0.0744400889645006,29,274,0,0,0,1,0
txn_69c548f134fd,2025-01-01 11:30:51,acct_80a9f2f71de4,acct_1cff710dbe44,107.35,EE,FR,EUR,merchant,1,0,0,-1,0.32579902529646537,0.12811540202105676,340,277,0,0,1,0,0
txn_69e74911fbd6,2025-01-01 11:34:40,acct_f3648980b1db,acct_121ba4ddebb2,42.54,DE,PL,EUR,bank_transfer,1,0,0,-1,0.06655504439864177,0.20064522032796478,109,293,0,0,0,0,0
txn_d351c505582a,2025-01-01 11:38:38,acct_63a9a3fe4e3e,acct_c81aa72ddb61,26.89,RO,GB,RON,p2p,1,0,0,-1,0.23393071291610537,0.01,23,123,0,0,0,1,0
